排名,號碼,週四姓名,週四電話,週四地址,週五姓名,週五電話,週五地址,週六姓名,週六電話,週六地址,週日姓名,週日電話,週日地址
十四排,11,,,,,,,,,,,,
十四排,12,,,,,,,,,,,,
十四排,13,,,,,,,,,,,,
十四排,14,,,,,,,,,,,,
十四排,15,,,,,,,,,,,,
十四排,16,,,,,,,,,,,,
十四排,17,,,,,,,,,,,,
十四排,18,,,,,,,,,,,,
十四排,19,,,,,,,,,,,,
十四排,20,,,,,,,,,,,,
十四排,21,,,,,,,,,,,,
十四排,22,,,,,,,,,,,,
十四排,23,,,,,,,,,,,,
十四排,24,,,,,,,,,,,,
十四排,25,,,,,,,,,,,,
十四排,26,,,,,,,,,,,,
十四排,27,,,,,,,,,,,,
十四排,28,,,,,,,,,,,,
十四排,29,,,,,,,,,,,,
十四排,30,,,,,,,,,,,,
十四排,31,,,,,,,,,,,,
十四排,32,,,,,,,,,,,,
十四排,33,,,,,,,,,,,,
十四排,34,,,,,,,,,,,,
十四排,35,,,,,,,,,,,,
十四排,36,,,,,,,,,,,,
一排,1,,,,,,,,,,,,
一排,2,,,,,,,,,,,,
一排,3,,,,,,,,,,,,
一排,4,,,,,,,,,,,,
一排,5,,,,,,,,,,,,
一排,6,,,,,,,,,,,,
一排,7,,,,,,,,,,,,
一排,8,,,,,,,,,,,,
一排,9,,,,,,,,,,,,
一排,10,,,,,,,,,,,,
一排,11,,,,,,,,,,,,
一排,12,,,,,,,,,,,,
一排,13,,,,,,,,,,,,
一排,14,,,,,,,,,,,,
一排,15,,,,,,,,,,,,
一排,16,,,,,,,,,,,,
一排,17,,,,,,,,,,,,
一排,18,,,,,,,,,,,,
一排,19,,,,,,,,,,,,
一排,20,,,,,,,,,,,,
一排,21,,,,,,,,,,,,
一排,22,,,,,,,,,,,,
一排,23,,,,,,,,,,,,
一排,24,,,,,,,,,,,,
一排,25,,,,,,,,,,,,
一排,26,,,,,,,,,,,,
一排,27,,,,,,,,,,,,
一排,28,,,,,,,,,,,,
一排,29,,,,,,,,,,,,
一排,30,,,,,,,,,,,,
一排,31,,,,,,,,,,,,
一排,32,,,,,,,,,,,,
二排,1,,,,,,,,,,,,
二排,2,,,,,,,,,,,,
二排,3,,,,,,,,,,,,
二排,4,,,,,,,,,,,,
二排,5,,,,,,,,,,,,
二排,6,,,,,,,,,,,,
二排,7,,,,,,,,,,,,
二排,8,,,,,,,,,,,,
二排,9,,,,,,,,,,,,
二排,10,,,,,,,,,,,,
二排,11,,,,,,,,,,,,
二排,12,,,,,,,,,,,,
二排,13,,,,,,,,,,,,
二排,14,,,,,,,,,,,,
二排,15,,,,,,,,,,,,
二排,16,,,,,,,,,,,,
二排,17,,,,,,,,,,,,
二排,18,,,,,,,,,,,,
二排,19,,,,,,,,,,,,
二排,20,,,,,,,,,,,,
二排,21,,,,,,,,,,,,
二排,22,,,,,,,,,,,,
二排,23,,,,,,,,,,,,
二排,24,,,,,,,,,,,,
二排,25,,,,,,,,,,,,
二排,26,,,,,,,,,,,,
二排,27,,,,,,,,,,,,
二排,28,,,,,,,,,,,,
二排,29,,,,,,,,,,,,
二排,30,,,,,,,,,,,,
二排,31,,,,,,,,,,,,
二排,32,,,,,,,,,,,,
三排,1,,,,,,,,,,,,
三排,2,,,,,,,,,,,,
三排,3,,,,,,,,,,,,
三排,4,,,,,,,,,,,,
三排,5,,,,,,,,,,,,
三排,6,,,,,,,,,,,,
三排,7,,,,,,,,,,,,
三排,8,,,,,,,,,,,,
三排,9,,,,,,,,,,,,
三排,10,,,,,,,,,,,,
三排,11,,,,,,,,,,,,
三排,12,,,,,,,,,,,,
三排,13,,,,,,,,,,,,
三排,14,,,,,,,,,,,,
三排,15,,,,,,,,,,,,
三排,16,,,,,,,,,,,,
三排,17,,,,,,,,,,,,
三排,18,,,,,,,,,,,,
三排,19,,,,,,,,,,,,
三排,20,,,,,,,,,,,,
三排,21,,,,,,,,,,,,
三排,22,,,,,,,,,,,,
三排,23,,,,,,,,,,,,
三排,24,,,,,,,,,,,,
三排,25,,,,,,,,,,,,
三排,26,,,,,,,,,,,,
三排,27,,,,,,,,,,,,
三排,28,,,,,,,,,,,,
三排,29,,,,,,,,,,,,
三排,30,,,,,,,,,,,,
三排,31,,,,,,,,,,,,
三排,32,,,,,,,,,,,,
四排,1,,,,,,,,,,,,
四排,2,,,,,,,,,,,,
四排,3,,,,,,,,,,,,
四排,4,,,,,,,,,,,,
四排,5,,,,,,,,,,,,
四排,6,,,,,,,,,,,,
四排,7,,,,,,,,,,,,
四排,8,,,,,,,,,,,,
四排,9,,,,,,,,,,,,
四排,10,,,,,,,,,,,,
四排,11,,,,,,,,,,,,
四排,12,,,,,,,,,,,,
四排,13,,,,,,,,,,,,
四排,14,,,,,,,,,,,,
四排,15,,,,,,,,,,,,
四排,16,,,,,,,,,,,,
四排,17,,,,,,,,,,,,
四排,18,,,,,,,,,,,,
四排,19,,,,,,,,,,,,
四排,20,,,,,,,,,,,,
四排,21,,,,,,,,,,,,
四排,22,,,,,,,,,,,,
四排,23,,,,,,,,,,,,
四排,24,,,,,,,,,,,,
四排,25,,,,,,,,,,,,
四排,26,,,,,,,,,,,,
四排,27,,,,,,,,,,,,
四排,28,,,,,,,,,,,,
四排,29,,,,,,,,,,,,
四排,30,,,,,,,,,,,,
四排,31,,,,,,,,,,,,
四排,32,,,,,,,,,,,,
A排,1,,,,,,,,,,,,
A排,2,,,,,,,,,,,,
A排,3,,,,,,,,,,,,
A排,4,,,,,,,,,,,,
A排,5,,,,,,,,,,,,
A排,6,,,,,,,,,,,,
A排,7,,,,,,,,,,,,
A排,8,,,,,,,,,,,,
A排,9,,,,,,,,,,,,
A排,10,,,,,,,,,,,,
A排,11,,,,,,,,,,,,
A排,12,,,,,,,,,,,,
A排,13,,,,,,,,,,,,
A排,14,,,,,,,,,,,,
A排,15,,,,,,,,,,,,
A排,16,,,,,,,,,,,,
A排,17,,,,,,,,,,,,
A排,18,,,,,,,,,,,,
A排,19,,,,,,,,,,,,
A排,20,,,,,,,,,,,,
A排,21,,,,,,,,,,,,
A排,22,,,,,,,,,,,,
A排,23,,,,,,,,,,,,
A排,24,,,,,,,,,,,,
A排,25,,,,,,,,,,,,
A排,26,,,,,,,,,,,,
A排,27,,,,,,,,,,,,
A排,28,,,,,,,,,,,,
A排,29,,,,,,,,,,,,
A排,30,,,,,,,,,,,,
A排,31,,,,,,,,,,,,
A排,32,,,,,,,,,,,,
B排,1,,,,,,,,,,,,
B排,2,,,,,,,,,,,,
B排,3,,,,,,,,,,,,
B排,4,,,,,,,,,,,,
B排,5,,,,,,,,,,,,
B排,6,,,,,,,,,,,,
B排,7,,,,,,,,,,,,
B排,8,,,,,,,,,,,,
B排,9,,,,,,,,,,,,
B排,10,,,,,,,,,,,,
B排,11,,,,,,,,,,,,
B排,12,,,,,,,,,,,,
B排,13,,,,,,,,,,,,
B排,14,,,,,,,,,,,,
B排,15,,,,,,,,,,,,
B排,16,,,,,,,,,,,,
B排,17,,,,,,,,,,,,
B排,18,,,,,,,,,,,,
B排,19,,,,,,,,,,,,
B排,20,,,,,,,,,,,,
B排,21,,,,,,,,,,,,
B排,22,,,,,,,,,,,,
B排,23,,,,,,,,,,,,
B排,24,,,,,,,,,,,,
B排,25,,,,,,,,,,,,
B排,26,,,,,,,,,,,,
B排,27,,,,,,,,,,,,
B排,28,,,,,,,,,,,,
B排,29,,,,,,,,,,,,
B排,30,,,,,,,,,,,,
B排,31,,,,,,,,,,,,
B排,32,,,,,,,,,,,,
五排,1,,,,,,,,,,,,
五排,2,,,,,,,,,,,,
五排,3,,,,,,,,,,,,
五排,4,,,,,,,,,,,,
五排,5,,,,,,,,,,,,
五排,6,,,,,,,,,,,,
五排,7,,,,,,,,,,,,
五排,8,,,,,,,,,,,,
五排,9,,,,,,,,,,,,
五排,10,,,,,,,,,,,,
五排,11,,,,,,,,,,,,
五排,12,,,,,,,,,,,,
五排,13,,,,,,,,,,,,
五排,14,,,,,,,,,,,,
五排,15,,,,,,,,,,,,
五排,16,,,,,,,,,,,,
五排,17,,,,,,,,,,,,
五排,18,,,,,,,,,,,,
五排,19,,,,,,,,,,,,
五排,20,,,,,,,,,,,,
五排,21,,,,,,,,,,,,
五排,22,,,,,,,,,,,,
五排,23,,,,,,,,,,,,
五排,24,,,,,,,,,,,,
五排,25,,,,,,,,,,,,
五排,26,,,,,,,,,,,,
五排,27,,,,,,,,,,,,
五排,28,,,,,,,,,,,,
五排,29,,,,,,,,,,,,
五排,30,,,,,,,,,,,,
五排,31,,,,,,,,,,,,
五排,32,,,,,,,,,,,,
六排,1,,,,,,,,,,,,
六排,2,,,,,,,,,,,,
六排,3,,,,,,,,,,,,
六排,4,,,,,,,,,,,,
六排,5,,,,,,,,,,,,
六排,6,,,,,,,,,,,,
六排,7,,,,,,,,,,,,
六排,8,,,,,,,,,,,,
六排,9,,,,,,,,,,,,
六排,10,,,,,,,,,,,,
六排,11,,,,,,,,,,,,
六排,12,,,,,,,,,,,,
六排,13,,,,,,,,,,,,
六排,14,,,,,,,,,,,,
六排,15,,,,,,,,,,,,
六排,16,,,,,,,,,,,,
六排,17,,,,,,,,,,,,
六排,18,,,,,,,,,,,,
六排,19,,,,,,,,,,,,
六排,20,,,,,,,,,,,,
六排,21,,,,,,,,,,,,
六排,22,,,,,,,,,,,,
六排,23,,,,,,,,,,,,
六排,24,,,,,,,,,,,,
六排,25,,,,,,,,,,,,
六排,26,,,,,,,,,,,,
六排,27,,,,,,,,,,,,
六排,28,,,,,,,,,,,,
六排,29,,,,,,,,,,,,
六排,30,,,,,,,,,,,,
六排,31,,,,,,,,,,,,
六排,32,,,,,,,,,,,,
七排,1,,,,,,,,,,,,
七排,2,,,,,,,,,,,,
七排,3,,,,,,,,,,,,
七排,4,,,,,,,,,,,,
七排,5,,,,,,,,,,,,
七排,6,,,,,,,,,,,,
七排,7,,,,,,,,,,,,
七排,8,,,,,,,,,,,,
七排,9,,,,,,,,,,,,
七排,10,,,,,,,,,,,,
七排,11,,,,,,,,,,,,
七排,12,,,,,,,,,,,,
七排,13,,,,,,,,,,,,
七排,14,,,,,,,,,,,,
七排,15,,,,,,,,,,,,
七排,16,,,,,,,,,,,,
七排,17,,,,,,,,,,,,
七排,18,,,,,,,,,,,,
七排,19,,,,,,,,,,,,
七排,20,,,,,,,,,,,,
七排,21,,,,,,,,,,,,
七排,22,,,,,,,,,,,,
七排,23,,,,,,,,,,,,
七排,24,,,,,,,,,,,,
七排,25,,,,,,,,,,,,
七排,26,,,,,,,,,,,,
七排,27,,,,,,,,,,,,
七排,28,,,,,,,,,,,,
七排,29,,,,,,,,,,,,
七排,30,,,,,,,,,,,,
七排,31,,,,,,,,,,,,
七排,32,,,,,,,,,,,,
八排,1,,,,,,,,,,,,
八排,2,,,,,,,,,,,,
八排,3,,,,,,,,,,,,
八排,4,,,,,,,,,,,,
八排,5,,,,,,,,,,,,
八排,6,,,,,,,,,,,,
八排,7,,,,,,,,,,,,
八排,8,,,,,,,,,,,,
八排,9,,,,,,,,,,,,
八排,10,,,,,,,,,,,,
八排,11,,,,,,,,,,,,
八排,12,,,,,,,,,,,,
八排,13,,,,,,,,,,,,
八排,14,,,,,,,,,,,,
八排,15,,,,,,,,,,,,
八排,16,,,,,,,,,,,,
八排,17,,,,,,,,,,,,
八排,18,,,,,,,,,,,,
八排,19,,,,,,,,,,,,
八排,20,,,,,,,,,,,,
八排,21,,,,,,,,,,,,
八排,22,,,,,,,,,,,,
八排,23,,,,,,,,,,,,
八排,24,,,,,,,,,,,,
八排,25,,,,,,,,,,,,
八排,26,,,,,,,,,,,,
八排,27,,,,,,,,,,,,
八排,28,,,,,,,,,,,,
八排,29,,,,,,,,,,,,
八排,30,,,,,,,,,,,,
八排,31,,,,,,,,,,,,
八排,32,,,,,,,,,,,,
九排,1,,,,,,,,,,,,
九排,2,,,,,,,,,,,,
九排,3,,,,,,,,,,,,
九排,4,,,,,,,,,,,,
九排,5,,,,,,,,,,,,
九排,6,,,,,,,,,,,,
九排,7,,,,,,,,,,,,
九排,8,,,,,,,,,,,,
九排,9,,,,,,,,,,,,
九排,10,,,,,,,,,,,,
九排,11,,,,,,,,,,,,
九排,12,,,,,,,,,,,,
九排,13,,,,,,,,,,,,
九排,14,,,,,,,,,,,,
九排,15,,,,,,,,,,,,
九排,16,,,,,,,,,,,,
九排,17,,,,,,,,,,,,
九排,18,,,,,,,,,,,,
九排,19,,,,,,,,,,,,
九排,20,,,,,,,,,,,,
九排,21,,,,,,,,,,,,
九排,22,,,,,,,,,,,,
九排,23,,,,,,,,,,,,
九排,24,,,,,,,,,,,,
九排,25,,,,,,,,,,,,
九排,26,,,,,,,,,,,,
九排,27,,,,,,,,,,,,
九排,28,,,,,,,,,,,,
九排,29,,,,,,,,,,,,
九排,30,,,,,,,,,,,,
九排,31,,,,,,,,,,,,
九排,32,,,,,,,,,,,,
十排,1,,,,,,,,,,,,
十排,2,,,,,,,,,,,,
十排,3,,,,,,,,,,,,
十排,4,,,,,,,,,,,,
十排,5,,,,,,,,,,,,
十排,6,,,,,,,,,,,,
十排,7,,,,,,,,,,,,
十排,8,,,,,,,,,,,,
十排,9,,,,,,,,,,,,
十排,10,,,,,,,,,,,,
十排,11,,,,,,,,,,,,
十排,12,,,,,,,,,,,,
十排,13,,,,,,,,,,,,
十排,14,,,,,,,,,,,,
十排,15,,,,,,,,,,,,
十排,16,,,,,,,,,,,,
十排,17,,,,,,,,,,,,
十排,18,,,,,,,,,,,,
十排,19,,,,,,,,,,,,
十排,20,,,,,,,,,,,,
十排,21,,,,,,,,,,,,
十排,22,,,,,,,,,,,,
十排,23,,,,,,,,,,,,
十排,24,,,,,,,,,,,,
十排,25,,,,,,,,,,,,
十排,26,,,,,,,,,,,,
十排,27,,,,,,,,,,,,
十排,28,,,,,,,,,,,,
十排,29,,,,,,,,,,,,
十排,30,,,,,,,,,,,,
十排,31,,,,,,,,,,,,
十排,32,,,,,,,,,,,,
十一排,1,,,,,,,,,,,,
十一排,2,,,,,,,,,,,,
十一排,3,,,,,,,,,,,,
十一排,4,,,,,,,,,,,,
十一排,5,,,,,,,,,,,,
十一排,6,,,,,,,,,,,,
十一排,7,,,,,,,,,,,,
十一排,8,,,,,,,,,,,,
十一排,9,,,,,,,,,,,,
十一排,10,,,,,,,,,,,,
十一排,11,,,,,,,,,,,,
十一排,12,,,,,,,,,,,,
十一排,13,,,,,,,,,,,,
十一排,14,,,,,,,,,,,,
十一排,15,,,,,,,,,,,,
十一排,16,,,,,,,,,,,,
十一排,17,,,,,,,,,,,,
十一排,18,,,,,,,,,,,,
十一排,19,,,,,,,,,,,,
十一排,20,,,,,,,,,,,,
十一排,21,,,,,,,,,,,,
十一排,22,,,,,,,,,,,,
十一排,23,,,,,,,,,,,,
十一排,24,,,,,,,,,,,,
十一排,25,,,,,,,,,,,,
十一排,26,,,,,,,,,,,,
十一排,27,,,,,,,,,,,,
十一排,28,,,,,,,,,,,,
十一排,29,,,,,,,,,,,,
十一排,30,,,,,,,,,,,,
十一排,31,,,,,,,,,,,,
十一排,32,,,,,,,,,,,,
十二排,1,,,,,,,,,,,,
十二排,2,,,,,,,,,,,,
十二排,3,,,,,,,,,,,,
十二排,4,,,,,,,,,,,,
十二排,5,,,,,,,,,,,,
十二排,6,,,,,,,,,,,,
十二排,7,,,,,,,,,,,,
十二排,8,,,,,,,,,,,,
十二排,9,,,,,,,,,,,,
十二排,10,,,,,,,,,,,,
十二排,11,,,,,,,,,,,,
十二排,12,,,,,,,,,,,,
十二排,13,,,,,,,,,,,,
十二排,14,,,,,,,,,,,,
十二排,15,,,,,,,,,,,,
十二排,16,,,,,,,,,,,,
十二排,17,,,,,,,,,,,,
十二排,18,,,,,,,,,,,,
十二排,19,,,,,,,,,,,,
十二排,20,,,,,,,,,,,,
十二排,21,,,,,,,,,,,,
十二排,22,,,,,,,,,,,,
十二排,23,,,,,,,,,,,,
十二排,24,,,,,,,,,,,,
十二排,25,,,,,,,,,,,,
十二排,26,,,,,,,,,,,,
十二排,27,,,,,,,,,,,,
十二排,28,,,,,,,,,,,,
十二排,29,,,,,,,,,,,,
十二排,30,,,,,,,,,,,,
十二排,31,,,,,,,,,,,,
十二排,32,,,,,,,,,,,,
十六排,1,,,,,,,,,,,,
十六排,2,,,,,,,,,,,,
十六排,3,,,,,,,,,,,,
十六排,4,,,,,,,,,,,,
十六排,5,,,,,,,,,,,,
十六排,6,,,,,,,,,,,,
十六排,7,,,,,,,,,,,,
十六排,8,,,,,,,,,,,,
十六排,9,,,,,,,,,,,,
十六排,10,,,,,,,,,,,,
十六排,11,,,,,,,,,,,,
十六排,12,,,,,,,,,,,,
十六排,13,,,,,,,,,,,,
十六排,14,,,,,,,,,,,,
十六排,15,,,,,,,,,,,,
十六排,16,,,,,,,,,,,,
十六排,17,,,,,,,,,,,,
十六排,18,,,,,,,,,,,,
十六排,19,,,,,,,,,,,,
十六排,20,,,,,,,,,,,,
十六排,21,,,,,,,,,,,,
十六排,22,,,,,,,,,,,,
十六排,23,,,,,,,,,,,,
十六排,24,,,,,,,,,,,,
十六排,25,,,,,,,,,,,,
十六排,26,,,,,,,,,,,,
十六排,27,,,,,,,,,,,,
十六排,28,,,,,,,,,,,,
十六排,29,,,,,,,,,,,,
十六排,30,,,,,,,,,,,,
十六排,31,,,,,,,,,,,,
十六排,32,,,,,,,,,,,,
十六排,33,,,,,,,,,,,,
十六排,34,,,,,,,,,,,,
十六排,35,,,,,,,,,,,,
十六排,36,,,,,,,,,,,,
十六排,37,,,,,,,,,,,,
十六排,38,,,,,,,,,,,,
十六排,39,,,,,,,,,,,,
十六排,40,,,,,,,,,,,,
十六排,41,,,,,,,,,,,,
十六排,42,,,,,,,,,,,,
十六排,43,,,,,,,,,,,,
十七排,1,,,,,,,,,,,,
十七排,2,,,,,,,,,,,,
十七排,3,,,,,,,,,,,,
十七排,4,,,,,,,,,,,,
十七排,5,,,,,,,,,,,,
十七排,6,,,,,,,,,,,,
十七排,7,,,,,,,,,,,,
十七排,8,,,,,,,,,,,,
十七排,9,,,,,,,,,,,,
十七排,10,,,,,,,,,,,,
十七排,11,,,,,,,,,,,,
十七排,12,,,,,,,,,,,,
十七排,13,,,,,,,,,,,,
十七排,14,,,,,,,,,,,,
十七排,15,,,,,,,,,,,,
十七排,16,,,,,,,,,,,,
十七排,17,,,,,,,,,,,,
十七排,18,,,,,,,,,,,,
十七排,19,,,,,,,,,,,,
十七排,20,,,,,,,,,,,,
十七排,21,,,,,,,,,,,,
十七排,22,,,,,,,,,,,,
十七排,23,,,,,,,,,,,,
十七排,24,,,,,,,,,,,,
十七排,25,,,,,,,,,,,,
十七排,26,,,,,,,,,,,,
十七排,27,,,,,,,,,,,,
十七排,28,,,,,,,,,,,,
十七排,29,,,,,,,,,,,,
十七排,30,,,,,,,,,,,,
十七排,31,,,,,,,,,,,,
十七排,32,,,,,,,,,,,,
十七排,33,,,,,,,,,,,,
十七排,34,,,,,,,,,,,,
十七排,35,,,,,,,,,,,,
十七排,36,,,,,,,,,,,,
十七排,37,,,,,,,,,,,,
十七排,38,,,,,,,,,,,,
十七排,39,,,,,,,,,,,,
十七排,40,,,,,,,,,,,,
十七排,41,,,,,,,,,,,,
十七排,42,,,,,,,,,,,,
十七排,43,,,,,,,,,,,,
十八排,1,,,,,,,,,,,,
十八排,2,,,,,,,,,,,,
十八排,3,,,,,,,,,,,,
十八排,4,,,,,,,,,,,,
十八排,5,,,,,,,,,,,,
十八排,6,,,,,,,,,,,,
十八排,7,,,,,,,,,,,,
十八排,8,,,,,,,,,,,,
十八排,9,,,,,,,,,,,,
十八排,10,,,,,,,,,,,,
十八排,11,,,,,,,,,,,,
十八排,12,,,,,,,,,,,,
十八排,13,,,,,,,,,,,,
十八排,14,,,,,,,,,,,,
十八排,15,,,,,,,,,,,,
十八排,16,,,,,,,,,,,,
十八排,17,,,,,,,,,,,,
十八排,18,,,,,,,,,,,,
十八排,19,,,,,,,,,,,,
十八排,20,,,,,,,,,,,,
十八排,21,,,,,,,,,,,,
十八排,22,,,,,,,,,,,,
十八排,23,,,,,,,,,,,,
十八排,24,,,,,,,,,,,,
十八排,25,,,,,,,,,,,,
十八排,26,,,,,,,,,,,,
十八排,27,,,,,,,,,,,,
十八排,28,,,,,,,,,,,,
十八排,29,,,,,,,,,,,,
十八排,30,,,,,,,,,,,,
十八排,31,,,,,,,,,,,,
十八排,32,,,,,,,,,,,,
十八排,33,,,,,,,,,,,,
十八排,34,,,,,,,,,,,,
十八排,35,,,,,,,,,,,,
十八排,36,,,,,,,,,,,,
十八排,37,,,,,,,,,,,,
十八排,38,,,,,,,,,,,,
十八排,39,,,,,,,,,,,,
十八排,40,,,,,,,,,,,,
十八排,41,,,,,,,,,,,,
十八排,42,,,,,,,,,,,,
十八排,43,,,,,,,,,,,,
十八排,44,,,,,,,,,,,,
十八排,45,,,,,,,,,,,,
十九排,1,,,,,,,,,,,,
十九排,2,,,,,,,,,,,,
十九排,3,,,,,,,,,,,,
十九排,4,,,,,,,,,,,,
十九排,5,,,,,,,,,,,,
十九排,6,,,,,,,,,,,,
十九排,7,,,,,,,,,,,,
十九排,8,,,,,,,,,,,,
十九排,9,,,,,,,,,,,,
十九排,10,,,,,,,,,,,,
十九排,11,,,,,,,,,,,,
十九排,12,,,,,,,,,,,,
十九排,13,,,,,,,,,,,,
十九排,14,,,,,,,,,,,,
十九排,15,,,,,,,,,,,,
十九排,16,,,,,,,,,,,,
十九排,17,,,,,,,,,,,,
十九排,18,,,,,,,,,,,,
十九排,19,,,,,,,,,,,,
十九排,20,,,,,,,,,,,,
十九排,21,,,,,,,,,,,,
十九排,22,,,,,,,,,,,,
十九排,23,,,,,,,,,,,,
十九排,24,,,,,,,,,,,,
十九排,25,,,,,,,,,,,,
十九排,26,,,,,,,,,,,,
十九排,27,,,,,,,,,,,,
十九排,28,,,,,,,,,,,,
十九排,29,,,,,,,,,,,,
十九排,30,,,,,,,,,,,,
十九排,31,,,,,,,,,,,,
十九排,32,,,,,,,,,,,,
十九排,33,,,,,,,,,,,,
十九排,34,,,,,,,,,,,,
十九排,35,,,,,,,,,,,,
十九排,36,,,,,,,,,,,,
十九排,37,,,,,,,,,,,,
十九排,38,,,,,,,,,,,,
十九排,39,,,,,,,,,,,,
十九排,40,,,,,,,,,,,,
十九排,41,,,,,,,,,,,,
十九排,42,,,,,,,,,,,,
十九排,43,,,,,,,,,,,,
十九排,44,,,,,,,,,,,,
十九排,45,,,,,,,,,,,,
二十排,1,,,,,,,,,,,,
二十排,2,,,,,,,,,,,,
二十排,3,,,,,,,,,,,,
二十排,4,,,,,,,,,,,,
二十排,5,,,,,,,,,,,,
二十排,6,,,,,,,,,,,,
二十排,7,,,,,,,,,,,,
二十排,8,,,,,,,,,,,,
二十排,9,,,,,,,,,,,,
二十排,10,,,,,,,,,,,,
二十排,11,,,,,,,,,,,,
二十排,12,,,,,,,,,,,,
二十排,13,,,,,,,,,,,,
二十排,14,,,,,,,,,,,,
二十排,15,,,,,,,,,,,,
二十排,16,,,,,,,,,,,,
二十排,17,,,,,,,,,,,,
二十排,18,,,,,,,,,,,,
二十排,19,,,,,,,,,,,,
二十排,20,,,,,,,,,,,,
二十排,21,,,,,,,,,,,,
二十排,22,,,,,,,,,,,,
二十排,23,,,,,,,,,,,,
二十排,24,,,,,,,,,,,,
二十排,25,,,,,,,,,,,,
二十排,26,,,,,,,,,,,,
二十排,27,,,,,,,,,,,,
二十排,28,,,,,,,,,,,,
二十排,29,,,,,,,,,,,,
二十排,30,,,,,,,,,,,,
二十排,31,,,,,,,,,,,,
二十排,32,,,,,,,,,,,,
二十排,33,,,,,,,,,,,,
二十排,34,,,,,,,,,,,,
二十排,35,,,,,,,,,,,,
二十排,36,,,,,,,,,,,,
二十排,37,,,,,,,,,,,,
二十排,38,,,,,,,,,,,,
二十排,39,,,,,,,,,,,,
二十排,40,,,,,,,,,,,,
二十排,41,,,,,,,,,,,,
二十排,42,,,,,,,,,,,,
二十排,43,,,,,,,,,,,,
二十排,44,,,,,,,,,,,,
二十排,45,,,,,,,,,,,,
二十排,46,,,,,,,,,,,,
二十一排,1,,,,,,,,,,,,
二十一排,2,,,,,,,,,,,,
二十一排,3,,,,,,,,,,,,
二十一排,4,,,,,,,,,,,,
二十一排,5,,,,,,,,,,,,
二十一排,6,,,,,,,,,,,,
二十一排,7,,,,,,,,,,,,
二十一排,8,,,,,,,,,,,,
二十一排,9,,,,,,,,,,,,
二十一排,10,,,,,,,,,,,,
二十一排,11,,,,,,,,,,,,
二十一排,12,,,,,,,,,,,,
二十一排,13,,,,,,,,,,,,
二十一排,14,,,,,,,,,,,,
二十一排,15,,,,,,,,,,,,
二十一排,16,,,,,,,,,,,,
二十一排,17,,,,,,,,,,,,
二十一排,18,,,,,,,,,,,,
二十一排,19,,,,,,,,,,,,
二十一排,20,,,,,,,,,,,,
二十一排,21,,,,,,,,,,,,
二十一排,22,,,,,,,,,,,,
二十一排,23,,,,,,,,,,,,
二十一排,24,,,,,,,,,,,,
二十一排,25,,,,,,,,,,,,
二十一排,26,,,,,,,,,,,,
二十一排,27,,,,,,,,,,,,
二十一排,28,,,,,,,,,,,,
二十一排,29,,,,,,,,,,,,
二十一排,30,,,,,,,,,,,,
二十一排,31,,,,,,,,,,,,
二十一排,32,,,,,,,,,,,,
二十一排,33,,,,,,,,,,,,
二十一排,34,,,,,,,,,,,,
二十一排,35,,,,,,,,,,,,
二十一排,36,,,,,,,,,,,,
二十一排,37,,,,,,,,,,,,
二十一排,38,,,,,,,,,,,,
